"Dato";"Region";"Kategori";"Antal borgere"
2021-07-27;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-27;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-07-27;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-27;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-28;Hovedstaden;Indlæggelse pga. covid-19;6
2021-07-28;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-28;Midtjylland;Indlæggelse pga. covid-19;1
2021-07-28;Sjælland;Indlæggelse pga. covid-19;3
2021-07-28;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-28;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-07-28;Syddanmark;Indlæggelse pga. covid-19;3
2021-07-29;Hovedstaden;Indlæggelse pga. covid-19;8
2021-07-29;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-07-29;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-29;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-29;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-29;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-29;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-29;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;6
2021-07-30;Hovedstaden;Indlæggelse pga. covid-19;6
2021-07-30;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-30;Nordjylland;Indlæggelse pga. covid-19;2
2021-07-30;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-07-30;Syddanmark;Indlæggelse pga. covid-19;2
2021-07-31;Hovedstaden;Indlæggelse pga. covid-19;2
2021-07-31;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-31;Midtjylland;Indlæggelse pga. covid-19;3
2021-07-31;Nordjylland;Indlæggelse pga. covid-19;1
2021-07-31;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-07-31;Sjælland;Indlæggelse pga. covid-19;1
2021-07-31;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-01;Hovedstaden;Indlæggelse pga. covid-19;4
2021-08-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-01;Midtjylland;Indlæggelse pga. covid-19;1
2021-08-01;Sjælland;Indlæggelse pga. covid-19;3
2021-08-01;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-02;Hovedstaden;Indlæggelse pga. covid-19;4
2021-08-02;Midtjylland;Indlæggelse pga. covid-19;3
2021-08-02;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-02;Sjælland;Indlæggelse pga. covid-19;1
2021-08-02;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-03;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-03;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-08-03;Hovedstaden;Indlæggelse pga. covid-19;3
2021-08-03;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-03;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-03;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-03;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-03;Sjælland;Indlæggelse pga. covid-19;6
2021-08-03;Syddanmark;Indlæggelse pga. covid-19;1
2021-08-04;;Indlæggelse pga. covid-19;1
2021-08-04;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-08-04;Hovedstaden;Indlæggelse pga. covid-19;3
2021-08-04;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-04;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-04;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-04;Sjælland;Indlæggelse pga. covid-19;2
2021-08-04;Syddanmark;Indlæggelse pga. covid-19;1
2021-08-05;Hovedstaden;Indlæggelse pga. covid-19;11
2021-08-05;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-05;Midtjylland;Indlæggelse pga. covid-19;5
2021-08-05;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-05;Sjælland;Indlæggelse pga. covid-19;1
2021-08-05;Syddanmark;Indlæggelse pga. covid-19;6
2021-08-06;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-06;Hovedstaden;Indlæggelse pga. covid-19;4
2021-08-06;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-08-06;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-06;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-06;Sjælland;Indlæggelse pga. covid-19;2
2021-08-06;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-06;Syddanmark;Indlæggelse pga. covid-19;3
2021-08-07;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-07;Hovedstaden;Indlæggelse pga. covid-19;11
2021-08-07;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-07;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-07;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-07;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-07;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-07;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-07;Syddanmark;Indlæggelse pga. covid-19;3
2021-08-08;;Indlæggelse pga. covid-19;1
2021-08-08;Hovedstaden;Indlæggelse pga. covid-19;5
2021-08-08;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-08;Midtjylland;Indlæggelse pga. covid-19;1
2021-08-08;Sjælland;Indlæggelse pga. covid-19;1
2021-08-08;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-08;Syddanmark;Indlæggelse pga. covid-19;4
2021-08-08;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-09;;Indlæggelse pga. covid-19;1
2021-08-09;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-08-09;Hovedstaden;Indlæggelse pga. covid-19;9
2021-08-09;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-09;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-09;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-09;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-09;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-09;Syddanmark;Indlæggelse pga. covid-19;4
2021-08-10;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-10;Hovedstaden;Indlæggelse pga. covid-19;8
2021-08-10;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-10;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-10;Midtjylland;Indlæggelse pga. covid-19;10
2021-08-10;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-10;Sjælland;Indlæggelse pga. covid-19;1
2021-08-10;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-10;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-10;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-11;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-11;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5
2021-08-11;Hovedstaden;Indlæggelse pga. covid-19;9
2021-08-11;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-08-11;Midtjylland;Indlæggelse pga. covid-19;3
2021-08-11;Nordjylland;Indlæggelse pga. covid-19;3
2021-08-11;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-11;Sjælland;Indlæggelse pga. covid-19;2
2021-08-11;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-11;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-12;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-08-12;Hovedstaden;Indlæggelse pga. covid-19;7
2021-08-12;Midtjylland;Indlæggelse pga. covid-19;5
2021-08-12;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-12;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-12;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-12;Syddanmark;Indlæggelse pga. covid-19;4
2021-08-13;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-08-13;Hovedstaden;Indlæggelse pga. covid-19;5
2021-08-13;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-13;Midtjylland;Indlæggelse pga. covid-19;4
2021-08-13;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-13;Sjælland;Indlæggelse pga. covid-19;2
2021-08-13;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-13;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-13;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-14;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-08-14;Hovedstaden;Indlæggelse pga. covid-19;4
2021-08-14;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-08-14;Midtjylland;Indlæggelse pga. covid-19;6
2021-08-14;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-14;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-14;Sjælland;Indlæggelse pga. covid-19;1
2021-08-14;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-15;Hovedstaden;Indlæggelse pga. covid-19;12
2021-08-15;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-15;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-15;Midtjylland;Indlæggelse pga. covid-19;5
2021-08-15;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-15;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-15;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-15;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-15;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-15;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-16;;Indlæggelse pga. covid-19;1
2021-08-16;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-08-16;Hovedstaden;Indlæggelse pga. covid-19;8
2021-08-16;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-16;Midtjylland;Indlæggelse pga. covid-19;4
2021-08-16;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-16;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-16;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-16;Sjælland;Indlæggelse pga. covid-19;2
2021-08-16;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-16;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-17;Hovedstaden;Indlæggelse pga. covid-19;6
2021-08-17;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-08-17;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-17;Midtjylland;Indlæggelse pga. covid-19;4
2021-08-17;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-17;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-17;Sjælland;Indlæggelse pga. covid-19;3
2021-08-17;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-17;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-18;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-08-18;Hovedstaden;Indlæggelse pga. covid-19;10
2021-08-18;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-18;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-18;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-18;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-18;Sjælland;Indlæggelse pga. covid-19;6
2021-08-18;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-18;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-18;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-18;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-19;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5
2021-08-19;Hovedstaden;Indlæggelse pga. covid-19;8
2021-08-19;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-19;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-19;Midtjylland;Indlæggelse pga. covid-19;3
2021-08-19;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-19;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-19;Nordjylland;Indlæggelse pga. covid-19;3
2021-08-19;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-19;Sjælland;Indlæggelse pga. covid-19;2
2021-08-19;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-19;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-19;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-20;Hovedstaden;Indlæggelse pga. covid-19;11
2021-08-20;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-08-20;Midtjylland;Indlæggelse pga. covid-19;3
2021-08-20;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-20;Sjælland;Indlæggelse pga. covid-19;2
2021-08-20;Syddanmark;Indlæggelse pga. covid-19;6
2021-08-21;;Indlæggelse pga. andre forhold end covid-19;1
2021-08-21;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-08-21;Hovedstaden;Indlæggelse pga. covid-19;13
2021-08-21;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-08-21;Midtjylland;Indlæggelse pga. covid-19;8
2021-08-21;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-21;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-21;Sjælland;Indlæggelse pga. covid-19;5
2021-08-21;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-21;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-22;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-08-22;Hovedstaden;Indlæggelse pga. covid-19;13
2021-08-22;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-22;Midtjylland;Indlæggelse pga. covid-19;6
2021-08-22;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-22;Nordjylland;Indlæggelse pga. covid-19;3
2021-08-22;Sjælland;Indlæggelse pga. covid-19;1
2021-08-22;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-22;Syddanmark;Indlæggelse pga. covid-19;1
2021-08-22;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-23;;Indlæggelse pga. covid-19;1
2021-08-23;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-08-23;Hovedstaden;Indlæggelse pga. covid-19;11
2021-08-23;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-23;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-23;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-23;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-23;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-23;Syddanmark;Indlæggelse pga. covid-19;3
2021-08-23;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-24;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-24;Hovedstaden;Indlæggelse pga. covid-19;6
2021-08-24;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-08-24;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-24;Midtjylland;Indlæggelse pga. covid-19;5
2021-08-24;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-24;Nordjylland;Indlæggelse pga. covid-19;4
2021-08-24;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-24;Sjælland;Indlæggelse pga. covid-19;4
2021-08-24;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-24;Syddanmark;Indlæggelse pga. covid-19;4
2021-08-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5
2021-08-25;Hovedstaden;Indlæggelse pga. covid-19;15
2021-08-25;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-25;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-25;Midtjylland;Indlæggelse pga. covid-19;1
2021-08-25;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-25;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-25;Sjælland;Indlæggelse pga. covid-19;2
2021-08-25;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2
2021-08-25;Syddanmark;Indlæggelse pga. covid-19;1
2021-08-26;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2021-08-26;Hovedstaden;Indlæggelse pga. covid-19;6
2021-08-26;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-08-26;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-26;Midtjylland;Indlæggelse pga. covid-19;4
2021-08-26;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-26;Nordjylland;Indlæggelse pga. covid-19;3
2021-08-26;Sjælland;Indlæggelse pga. covid-19;3
2021-08-26;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-26;Syddanmark;Indlæggelse pga. covid-19;3
2021-08-27;;Indlæggelse pga. covid-19;1
2021-08-27;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2021-08-27;Hovedstaden;Indlæggelse pga. covid-19;11
2021-08-27;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-08-27;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-27;Midtjylland;Indlæggelse pga. covid-19;3
2021-08-27;Nordjylland;Indlæggelse pga. covid-19;3
2021-08-27;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2021-08-27;Sjælland;Indlæggelse pga. covid-19;6
2021-08-27;Syddanmark;Indlæggelse pga. covid-19;4
2021-08-27;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-28;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;5
2021-08-28;Hovedstaden;Indlæggelse pga. covid-19;9
2021-08-28;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-28;Midtjylland;Indlæggelse pga. covid-19;2
2021-08-28;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-28;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-28;Sjælland;Indlæggelse pga. covid-19;1
2021-08-28;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-08-28;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-29;;Indlæggelse pga. andre forhold end covid-19;1
2021-08-29;Hovedstaden;Indlæggelse pga. covid-19;6
2021-08-29;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-29;Midtjylland;Indlæggelse pga. covid-19;4
2021-08-29;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-29;Sjælland;Indlæggelse pga. covid-19;4
2021-08-29;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-08-30;Hovedstaden;Indlæggelse pga. covid-19;10
2021-08-30;Midtjylland;Indlæggelse pga. andre forhold end covid-19;3
2021-08-30;Midtjylland;Indlæggelse pga. covid-19;6
2021-08-30;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-08-30;Nordjylland;Indlæggelse pga. covid-19;1
2021-08-30;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-08-30;Sjælland;Indlæggelse pga. covid-19;4
2021-08-30;Syddanmark;Indlæggelse pga. covid-19;5
2021-08-30;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-31;;Indlæggelse pga. covid-19;2
2021-08-31;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2021-08-31;Hovedstaden;Indlæggelse pga. covid-19;15
2021-08-31;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-31;Nordjylland;Indlæggelse pga. covid-19;2
2021-08-31;Sjælland;Indlæggelse pga. covid-19;2
2021-08-31;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-08-31;Syddanmark;Indlæggelse pga. covid-19;2
2021-08-31;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-09-01;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2021-09-01;Hovedstaden;Indlæggelse pga. covid-19;10
2021-09-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-09-01;Midtjylland;Indlæggelse pga. covid-19;3
2021-09-01;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-09-01;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-09-01;Nordjylland;Indlæggelse pga. covid-19;3
2021-09-01;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-09-01;Sjælland;Indlæggelse pga. covid-19;1
2021-09-01;Syddanmark;Indlæggelse pga. covid-19;2
